,estimator,depth,bs,split,feature,accuracy
416,100,30,True,3,auto,0.8673469387755102
417,100,30,True,1,sqrt,0.8367346938775511
418,100,30,True,2,sqrt,0.8367346938775511
419,100,30,True,3,sqrt,0.8469387755102041
420,100,30,True,1,log2,0.8367346938775511
421,100,30,True,2,log2,0.8367346938775511
422,100,30,True,3,log2,0.8469387755102041
423,100,30,False,1,auto,0.7959183673469388
424,100,30,False,2,auto,0.7959183673469388
425,100,30,False,3,auto,0.7959183673469388
426,100,30,False,1,sqrt,0.8673469387755102
427,100,30,False,2,sqrt,0.8673469387755102
428,100,30,False,3,sqrt,0.8775510204081632
429,100,30,False,1,log2,0.8673469387755102
430,100,30,False,2,log2,0.8673469387755102
431,100,30,False,3,log2,0.8775510204081632
432,150,5,True,1,auto,0.8673469387755102
433,150,5,True,2,auto,0.8673469387755102
434,150,5,True,3,auto,0.8673469387755102
435,150,5,True,1,sqrt,0.8469387755102041
436,150,5,True,2,sqrt,0.8469387755102041
437,150,5,True,3,sqrt,0.8469387755102041
438,150,5,True,1,log2,0.8469387755102041
439,150,5,True,2,log2,0.8469387755102041
440,150,5,True,3,log2,0.8469387755102041
441,150,5,False,1,auto,0.8163265306122449
442,150,5,False,2,auto,0.8163265306122449
443,150,5,False,3,auto,0.8163265306122449
444,150,5,False,1,sqrt,0.8775510204081632
445,150,5,False,2,sqrt,0.8775510204081632
446,150,5,False,3,sqrt,0.8877551020408163
447,150,5,False,1,log2,0.8775510204081632
448,150,5,False,2,log2,0.8775510204081632
449,150,5,False,3,log2,0.8877551020408163
450,150,10,True,1,auto,0.8673469387755102
451,150,10,True,2,auto,0.8673469387755102
452,150,10,True,3,auto,0.8673469387755102
453,150,10,True,1,sqrt,0.8571428571428571
454,150,10,True,2,sqrt,0.8571428571428571
455,150,10,True,3,sqrt,0.8571428571428571
456,150,10,True,1,log2,0.8571428571428571
457,150,10,True,2,log2,0.8571428571428571
458,150,10,True,3,log2,0.8571428571428571
459,150,10,False,1,auto,0.7857142857142857
460,150,10,False,2,auto,0.7857142857142857
461,150,10,False,3,auto,0.7857142857142857
462,150,10,False,1,sqrt,0.8775510204081632
463,150,10,False,2,sqrt,0.8775510204081632
464,150,10,False,3,sqrt,0.8673469387755102
465,150,10,False,1,log2,0.8775510204081632
466,150,10,False,2,log2,0.8775510204081632
467,150,10,False,3,log2,0.8673469387755102
468,150,15,True,1,auto,0.8673469387755102
469,150,15,True,2,auto,0.8673469387755102
470,150,15,True,3,auto,0.8673469387755102
471,150,15,True,1,sqrt,0.8571428571428571
472,150,15,True,2,sqrt,0.8571428571428571
473,150,15,True,3,sqrt,0.8571428571428571
474,150,15,True,1,log2,0.8571428571428571
475,150,15,True,2,log2,0.8571428571428571
476,150,15,True,3,log2,0.8571428571428571
477,150,15,False,1,auto,0.7857142857142857
478,150,15,False,2,auto,0.7857142857142857
479,150,15,False,3,auto,0.7857142857142857
480,150,15,False,1,sqrt,0.8775510204081632
481,150,15,False,2,sqrt,0.8775510204081632
482,150,15,False,3,sqrt,0.8673469387755102
483,150,15,False,1,log2,0.8775510204081632
484,150,15,False,2,log2,0.8775510204081632
485,150,15,False,3,log2,0.8673469387755102
486,150,20,True,1,auto,0.8673469387755102
487,150,20,True,2,auto,0.8673469387755102
488,150,20,True,3,auto,0.8673469387755102
489,150,20,True,1,sqrt,0.8571428571428571
490,150,20,True,2,sqrt,0.8571428571428571
491,150,20,True,3,sqrt,0.8571428571428571
492,150,20,True,1,log2,0.8571428571428571
493,150,20,True,2,log2,0.8571428571428571
494,150,20,True,3,log2,0.8571428571428571
495,150,20,False,1,auto,0.7857142857142857
496,150,20,False,2,auto,0.7857142857142857
497,150,20,False,3,auto,0.7857142857142857
498,150,20,False,1,sqrt,0.8775510204081632
499,150,20,False,2,sqrt,0.8775510204081632
500,150,20,False,3,sqrt,0.8673469387755102
501,150,20,False,1,log2,0.8775510204081632
502,150,20,False,2,log2,0.8775510204081632
503,150,20,False,3,log2,0.8673469387755102
504,150,25,True,1,auto,0.8673469387755102
505,150,25,True,2,auto,0.8673469387755102
506,150,25,True,3,auto,0.8673469387755102
507,150,25,True,1,sqrt,0.8571428571428571
508,150,25,True,2,sqrt,0.8571428571428571
509,150,25,True,3,sqrt,0.8571428571428571
510,150,25,True,1,log2,0.8571428571428571
511,150,25,True,2,log2,0.8571428571428571
512,150,25,True,3,log2,0.8571428571428571
513,150,25,False,1,auto,0.7857142857142857
514,150,25,False,2,auto,0.7857142857142857
515,150,25,False,3,auto,0.7857142857142857
516,150,25,False,1,sqrt,0.8775510204081632
517,150,25,False,2,sqrt,0.8775510204081632
518,150,25,False,3,sqrt,0.8673469387755102
519,150,25,False,1,log2,0.8775510204081632
520,150,25,False,2,log2,0.8775510204081632
521,150,25,False,3,log2,0.8673469387755102
522,150,30,True,1,auto,0.8673469387755102
523,150,30,True,2,auto,0.8673469387755102
524,150,30,True,3,auto,0.8673469387755102
525,150,30,True,1,sqrt,0.8571428571428571
526,150,30,True,2,sqrt,0.8571428571428571
527,150,30,True,3,sqrt,0.8571428571428571
528,150,30,True,1,log2,0.8571428571428571
529,150,30,True,2,log2,0.8571428571428571
530,150,30,True,3,log2,0.8571428571428571
531,150,30,False,1,auto,0.7857142857142857
532,150,30,False,2,auto,0.7857142857142857
533,150,30,False,3,auto,0.7857142857142857
534,150,30,False,1,sqrt,0.8775510204081632
535,150,30,False,2,sqrt,0.8775510204081632
536,150,30,False,3,sqrt,0.8673469387755102
537,150,30,False,1,log2,0.8775510204081632
538,150,30,False,2,log2,0.8775510204081632
539,150,30,False,3,log2,0.8673469387755102
540,200,5,True,1,auto,0.8673469387755102
541,200,5,True,2,auto,0.8673469387755102
542,200,5,True,3,auto,0.8673469387755102
543,200,5,True,1,sqrt,0.8367346938775511
544,200,5,True,2,sqrt,0.8367346938775511
545,200,5,True,3,sqrt,0.8469387755102041
546,200,5,True,1,log2,0.8367346938775511
547,200,5,True,2,log2,0.8367346938775511
548,200,5,True,3,log2,0.8469387755102041
549,200,5,False,1,auto,0.8163265306122449
550,200,5,False,2,auto,0.8163265306122449
551,200,5,False,3,auto,0.8163265306122449
552,200,5,False,1,sqrt,0.8877551020408163
553,200,5,False,2,sqrt,0.8877551020408163
554,200,5,False,3,sqrt,0.8877551020408163
555,200,5,False,1,log2,0.8877551020408163
556,200,5,False,2,log2,0.8877551020408163
557,200,5,False,3,log2,0.8877551020408163
558,200,10,True,1,auto,0.8673469387755102
559,200,10,True,2,auto,0.8673469387755102
560,200,10,True,3,auto,0.8673469387755102
561,200,10,True,1,sqrt,0.8571428571428571
562,200,10,True,2,sqrt,0.8571428571428571
563,200,10,True,3,sqrt,0.8571428571428571
564,200,10,True,1,log2,0.8571428571428571
565,200,10,True,2,log2,0.8571428571428571
566,200,10,True,3,log2,0.8571428571428571
567,200,10,False,1,auto,0.7857142857142857
568,200,10,False,2,auto,0.7857142857142857
569,200,10,False,3,auto,0.7857142857142857
570,200,10,False,1,sqrt,0.8775510204081632
571,200,10,False,2,sqrt,0.8775510204081632
572,200,10,False,3,sqrt,0.8673469387755102
573,200,10,False,1,log2,0.8775510204081632
574,200,10,False,2,log2,0.8775510204081632
575,200,10,False,3,log2,0.8673469387755102
576,200,15,True,1,auto,0.8673469387755102
577,200,15,True,2,auto,0.8673469387755102
578,200,15,True,3,auto,0.8673469387755102
579,200,15,True,1,sqrt,0.8571428571428571
580,200,15,True,2,sqrt,0.8571428571428571
581,200,15,True,3,sqrt,0.8571428571428571
582,200,15,True,1,log2,0.8571428571428571
583,200,15,True,2,log2,0.8571428571428571
584,200,15,True,3,log2,0.8571428571428571
585,200,15,False,1,auto,0.7857142857142857
586,200,15,False,2,auto,0.7857142857142857
587,200,15,False,3,auto,0.7857142857142857
588,200,15,False,1,sqrt,0.8775510204081632
589,200,15,False,2,sqrt,0.8775510204081632
590,200,15,False,3,sqrt,0.8673469387755102
591,200,15,False,1,log2,0.8775510204081632
592,200,15,False,2,log2,0.8775510204081632
593,200,15,False,3,log2,0.8673469387755102
594,200,20,True,1,auto,0.8673469387755102
595,200,20,True,2,auto,0.8673469387755102
596,200,20,True,3,auto,0.8673469387755102
597,200,20,True,1,sqrt,0.8571428571428571
598,200,20,True,2,sqrt,0.8571428571428571
599,200,20,True,3,sqrt,0.8571428571428571
600,200,20,True,1,log2,0.8571428571428571
601,200,20,True,2,log2,0.8571428571428571
602,200,20,True,3,log2,0.8571428571428571
603,200,20,False,1,auto,0.7857142857142857
604,200,20,False,2,auto,0.7857142857142857
605,200,20,False,3,auto,0.7857142857142857
606,200,20,False,1,sqrt,0.8775510204081632
607,200,20,False,2,sqrt,0.8775510204081632
608,200,20,False,3,sqrt,0.8673469387755102
609,200,20,False,1,log2,0.8775510204081632
610,200,20,False,2,log2,0.8775510204081632
611,200,20,False,3,log2,0.8673469387755102
612,200,25,True,1,auto,0.8673469387755102
613,200,25,True,2,auto,0.8673469387755102
614,200,25,True,3,auto,0.8673469387755102
