"","Topic_1","Topic_2","Topic_3","Topic_4","Topic_5","Topic_6","Topic_7","Topic_8","Topic_9","Topic_10","Topic_11","Topic_12","Topic_13","Topic_14","Topic_15","Topic_16","Topic_17","Topic_18","Topic_19","Topic_20","Topic_21","Topic_22","Topic_23","Topic_24","Topic_25","Topic_26","Topic_27","Topic_28","Topic_29","Topic_30","Topic_31","Topic_32","Topic_33","Topic_34","Topic_35","Topic_36","Topic_37","Topic_38","Topic_39","Topic_40","Topic_41","Topic_42","Topic_43","Topic_44","Topic_45","Topic_46","Topic_47","Topic_48","Topic_49","Topic_50","GroupID"
"DorothyDay_189",1.85484630547261e-05,1.85484630546945e-05,0.190377572482653,1.85484630547295e-05,1.85484630546965e-05,1.8548463054732e-05,1.85484630546337e-05,1.85484630547351e-05,1.85484630546853e-05,1.85484630547083e-05,0.183666905574768,1.85484630546781e-05,1.85484630546576e-05,0.0287270871873439,1.8548463054625e-05,1.85484630546883e-05,1.85484630546967e-05,1.85484630546763e-05,1.85484630547435e-05,1.85484630546059e-05,0.0118818877053522,0.0369578710432351,1.85484630547415e-05,1.85484630546983e-05,1.85484630546689e-05,1.85484630546536e-05,1.85484630546266e-05,1.8548463054694e-05,1.85484630546752e-05,1.85484630546747e-05,1.85484630547581e-05,0.00692971592819626,1.85484630546175e-05,1.85484630547261e-05,0.0129796788163629,1.85484630547289e-05,1.85484630546533e-05,1.85484630546477e-05,1.85484630546931e-05,0.0103659123949685,1.8548463054727e-05,1.85484630547185e-05,1.85484630546952e-05,0.488292417986828,1.85484630546754e-05,1.85484630546956e-05,1.85484630546677e-05,1.85484630547261e-05,1.85484630547317e-05,0.0290790123581036,"DorothyDay_train36"
"DorothyDay_37",6.02153743228233e-05,6.02153743228173e-05,6.02153743228288e-05,6.02153743228321e-05,6.02153743228366e-05,6.02153743228422e-05,6.02153743228446e-05,6.0215374322868e-05,6.02153743228652e-05,6.02153743228617e-05,0.289772873616637,6.02153743228485e-05,6.02153743228747e-05,0.0806699628862227,0.198954232261446,6.02153743228456e-05,6.02153743228165e-05,6.02153743228349e-05,6.02153743228607e-05,6.02153743228405e-05,6.02153743228407e-05,0.0819232063420801,6.02153743228278e-05,6.02153743228386e-05,6.02153743228914e-05,6.02153743228476e-05,6.02153743228246e-05,6.02153743228553e-05,6.02153743228069e-05,6.02153743228361e-05,6.02153743228576e-05,6.02153743228402e-05,6.02153743228314e-05,6.02153743228475e-05,6.02153743228462e-05,6.02153743228062e-05,0.110223847987684,6.02153743228631e-05,6.02153743228455e-05,6.02153743228367e-05,6.02153743228411e-05,6.02153743228162e-05,6.02153743228669e-05,0.156066132287943,6.02153743228357e-05,6.02153743228721e-05,6.02153743228263e-05,6.02153743228565e-05,0.0798004835221049,6.02153743228426e-05,"DorothyDay_train37"
"DorothyDay_100",4.38793717546752e-05,4.3879371754615e-05,0.109412564981133,4.38793717546642e-05,4.38793717546276e-05,4.38793717546334e-05,4.38793717546455e-05,4.38793717546458e-05,4.38793717546456e-05,4.38793717546265e-05,0.21902051249554,4.38793717546191e-05,4.38793717546513e-05,0.337011193375647,0.0348430144387691,4.38793717546287e-05,0.0681937208415135,4.38793717545726e-05,4.38793717546106e-05,4.38793717546301e-05,4.3879371754558e-05,4.38793717546076e-05,4.38793717546611e-05,4.38793717546408e-05,4.38793717546973e-05,4.3879371754643e-05,4.3879371754621e-05,4.3879371754624e-05,0.016938723725859,4.38793717546621e-05,4.38793717546101e-05,4.38793717546529e-05,4.38793717546546e-05,4.38793717546186e-05,0.170894745179019,4.38793717546698e-05,4.38793717546224e-05,4.38793717547319e-05,4.38793717546144e-05,4.38793717546302e-05,4.3879371754643e-05,4.38793717546842e-05,4.38793717546578e-05,4.38793717546503e-05,4.38793717546583e-05,0.0418425913488242,4.3879371754631e-05,4.38793717546501e-05,4.38793717545696e-05,4.38793717546538e-05,"DorothyDay_train37"
"DorothyDay_514",4.25110560098569e-05,4.25110560098337e-05,4.25110560098454e-05,4.25110560098047e-05,4.25110560098461e-05,4.25110560098356e-05,0.0488046151770101,4.25110560098478e-05,4.25110560098401e-05,4.25110560098786e-05,0.214412493578693,4.25110560099021e-05,4.25110560098633e-05,4.25110560097759e-05,0.335756978515967,4.25110560098392e-05,4.25110560098147e-05,4.25110560098424e-05,4.25110560098238e-05,4.25110560098539e-05,4.25110560098802e-05,0.11185987100585,4.25110560098322e-05,4.25110560098588e-05,4.25110560098243e-05,4.25110560098594e-05,0.171968120726878,4.25110560097771e-05,4.25110560098677e-05,4.25110560098059e-05,4.25110560098455e-05,4.25110560098585e-05,4.25110560098635e-05,4.25110560098676e-05,0.0600518883564637,4.25110560098868e-05,4.25110560098318e-05,4.2511056009832e-05,0.0553180572307148,4.25110560098652e-05,4.25110560098481e-05,4.25110560098748e-05,4.25110560098616e-05,4.2511056009779e-05,4.25110560098664e-05,4.25110560098523e-05,4.25110560098499e-05,4.25110560098511e-05,4.25110560098434e-05,4.2511056009857e-05,"DorothyDay_train37"
"DorothyDay_353",5.22002931055296e-05,5.22002931055142e-05,5.22002931054671e-05,5.22002931055063e-05,5.22002931055385e-05,5.22002931055273e-05,5.22002931055271e-05,5.220029310555e-05,5.22002931055313e-05,5.22002931055397e-05,0.7957631552591,5.22002931055292e-05,5.22002931055241e-05,0.180611684336777,5.22002931054874e-05,5.22002931055355e-05,5.22002931054934e-05,5.22002931055323e-05,5.22002931055472e-05,5.22002931055366e-05,5.22002931055261e-05,5.22002931055193e-05,5.22002931055221e-05,5.22002931055096e-05,5.22002931055255e-05,0.0211717466281634,5.22002931054233e-05,5.22002931055374e-05,5.22002931054798e-05,5.22002931055327e-05,5.22002931055053e-05,5.22002931054995e-05,5.22002931055139e-05,5.22002931055103e-05,5.22002931055363e-05,5.22002931055451e-05,5.22002931054926e-05,5.22002931055446e-05,5.22002931055494e-05,5.22002931055194e-05,5.22002931055372e-05,5.22002931055182e-05,5.22002931055515e-05,5.22002931055074e-05,5.22002931055125e-05,5.22002931054906e-05,5.22002931055327e-05,5.22002931055593e-05,5.22002931055487e-05,5.22002931055165e-05,"DorothyDay_train37"
"DorothyDay_148",3.02167314030893e-05,3.02167314030619e-05,3.02167314031086e-05,3.0216731403098e-05,3.0216731403122e-05,3.02167314031147e-05,3.02167314030793e-05,3.02167314030805e-05,3.02167314030908e-05,3.02167314030405e-05,0.0836907523755366,3.02167314031088e-05,0.0683145046972721,0.0297431639898151,0.116685502588993,3.0216731403104e-05,3.02167314030972e-05,3.02167314031235e-05,3.02167314030856e-05,3.02167314030657e-05,3.02167314030914e-05,3.0216731403079e-05,3.02167314030729e-05,3.02167314030737e-05,3.02167314030909e-05,3.0216731403069e-05,0.372702256631735,3.02167314030964e-05,3.0216731403145e-05,3.02167314031102e-05,3.02167314031051e-05,3.02167314031077e-05,3.02167314030728e-05,3.02167314031066e-05,3.02167314031338e-05,3.02167314031181e-05,0.193633074383897,3.02167314031334e-05,3.02167314030645e-05,3.02167314030882e-05,3.02167314030905e-05,3.02167314030721e-05,3.02167314031446e-05,3.02167314030799e-05,3.02167314030758e-05,3.0216731403093e-05,3.02167314030934e-05,3.02167314031155e-05,0.133931425882418,3.02167314031011e-05,"DorothyDay_train37"
"DorothyDay_237",2.77828103557864e-05,2.77828103557072e-05,0.234892274381831,2.77828103557541e-05,2.77828103557258e-05,2.77828103557479e-05,2.77828103557767e-05,2.77828103557834e-05,2.77828103557534e-05,2.77828103557948e-05,0.420017382739853,2.77828103557886e-05,2.7782810355745e-05,2.77828103557895e-05,2.77828103558498e-05,2.77828103557879e-05,2.77828103557418e-05,2.77828103557051e-05,2.77828103557714e-05,2.77828103557251e-05,0.0142579360134827,0.105777731113263,2.77828103557818e-05,0.0206674115380508,2.77828103556899e-05,2.77828103557497e-05,2.77828103556611e-05,2.77828103557324e-05,2.7782810355736e-05,2.77828103557737e-05,0.021818079930827,0.037656821344998,2.77828103558033e-05,2.77828103557943e-05,0.0297724015575218,2.77828103557668e-05,2.77828103557304e-05,2.77828103557361e-05,2.77828103557282e-05,2.77828103557388e-05,2.77828103557593e-05,2.77828103557383e-05,2.77828103557577e-05,0.0826670557879939,2.7782810355733e-05,0.0313615931779483,2.77828103557931e-05,2.77828103557762e-05,2.778281035578e-05,2.77828103557287e-05,"DorothyDay_train37"
"DorothyDay_362",5.56503350687112e-05,5.56503350687474e-05,5.56503350687175e-05,5.56503350687688e-05,5.56503350686564e-05,0.0987943985260094,5.56503350686967e-05,5.56503350686682e-05,5.56503350687115e-05,5.56503350687072e-05,5.56503350687258e-05,5.56503350687147e-05,5.56503350687536e-05,0.366376699276022,5.56503350687182e-05,5.56503350686959e-05,5.56503350687486e-05,5.56503350687287e-05,5.56503350687329e-05,5.56503350686847e-05,5.56503350687377e-05,5.56503350687141e-05,5.56503350687236e-05,5.56503350686832e-05,5.56503350687136e-05,5.56503350686964e-05,5.56503350687198e-05,5.56503350687209e-05,5.56503350686602e-05,5.5650335068704e-05,5.56503350687175e-05,5.56503350687203e-05,5.56503350687085e-05,5.56503350687121e-05,5.56503350687144e-05,5.56503350687507e-05,0.231402695842481,5.56503350687098e-05,5.56503350687266e-05,5.56503350687232e-05,5.56503350687147e-05,5.56503350687139e-05,5.5650335068715e-05,0.300866290942326,5.56503350687269e-05,5.56503350687153e-05,5.56503350686949e-05,5.5650335068726e-05,5.56503350686689e-05,5.56503350687487e-05,"DorothyDay_train37"
"DorothyDay_479",1.93117066257875e-05,1.93117066258029e-05,0.0425969966112674,1.93117066256788e-05,0.0282351717056361,1.93117066257775e-05,1.93117066258984e-05,1.9311706625802e-05,1.93117066258113e-05,1.93117066257273e-05,0.411511032502955,1.93117066258107e-05,1.93117066257982e-05,0.0523767734633404,1.93117066257187e-05,1.93117066257918e-05,1.9311706625792e-05,1.93117066257668e-05,1.93117066257996e-05,1.9311706625823e-05,1.93117066257814e-05,1.93117066257851e-05,1.93117066258365e-05,1.93117066257678e-05,0.0280523269006885,1.93117066257694e-05,0.408446518290638,1.93117066257826e-05,1.93117066257688e-05,1.93117066257823e-05,1.93117066257876e-05,1.93117066258142e-05,0.0279507771405656,1.93117066257863e-05,1.93117066258293e-05,1.93117066258178e-05,1.9311706625719e-05,1.93117066257553e-05,1.93117066257684e-05,1.93117066258101e-05,1.93117066257993e-05,1.93117066257723e-05,1.93117066257873e-05,1.93117066256084e-05,1.93117066257638e-05,1.93117066257843e-05,1.93117066257987e-05,1.93117066257881e-05,1.93117066256531e-05,1.93117066258259e-05,"DorothyDay_train37"
"DorothyDay_132",6.23124141850354e-05,6.23124141850349e-05,0.16166982423744,0.0175754583998152,6.23124141850216e-05,6.2312414185072e-05,6.23124141850415e-05,6.23124141850533e-05,6.23124141850438e-05,6.2312414185044e-05,0.3967849827246,6.23124141850469e-05,6.23124141849897e-05,0.084519593193431,6.23124141850433e-05,6.23124141850426e-05,6.23124141850769e-05,6.23124141850481e-05,6.23124141850789e-05,6.2312414185066e-05,6.23124141851517e-05,6.2312414185022e-05,6.23124141850475e-05,6.23124141850305e-05,6.23124141850451e-05,6.23124141850423e-05,6.23124141851418e-05,6.23124141850608e-05,6.23124141850499e-05,6.23124141850521e-05,6.23124141850282e-05,6.23124141850709e-05,6.23124141850745e-05,6.23124141850405e-05,6.23124141850872e-05,6.2312414185074e-05,6.23124141850136e-05,0.0875360602774132,6.23124141850715e-05,6.23124141850575e-05,6.23124141850241e-05,6.23124141850394e-05,6.23124141850563e-05,0.249172334943158,6.23124141850652e-05,6.23124141850577e-05,6.23124141850015e-05,6.23124141850847e-05,6.23124141850232e-05,6.23124141850153e-05,"DorothyDay_train37"
"DorothyDay_134",6.07262895697341e-05,6.07262895697235e-05,6.07262895698602e-05,6.07262895697328e-05,6.07262895697666e-05,6.07262895697358e-05,6.07262895696663e-05,6.07262895697664e-05,6.07262895697276e-05,6.0726289569718e-05,6.07262895696929e-05,6.07262895697251e-05,0.0331423859004035,0.382742157513074,0.0258611829638596,6.07262895697191e-05,6.07262895697367e-05,6.07262895696955e-05,6.07262895697224e-05,6.07262895697605e-05,6.07262895697085e-05,6.07262895697662e-05,6.07262895697279e-05,6.0726289569691e-05,6.07262895697233e-05,6.07262895697205e-05,0.311245168601831,6.07262895697105e-05,6.07262895697071e-05,6.07262895697433e-05,6.07262895697406e-05,6.07262895696864e-05,6.0726289569748e-05,6.07262895697594e-05,0.244276421990193,6.07262895697399e-05,6.07262895697193e-05,6.0726289569726e-05,6.07262895697102e-05,6.07262895697551e-05,6.07262895697233e-05,6.07262895699798e-05,6.07262895697488e-05,6.07262895696999e-05,6.072628956977e-05,6.07262895697079e-05,6.07262895697491e-05,6.07262895697339e-05,6.07262895696938e-05,6.07262895697485e-05,"DorothyDay_train37"
"DorothyDay_377",3.87690447842464e-05,3.87690447842154e-05,3.876904478425e-05,3.87690447842365e-05,3.87690447842488e-05,3.87690447842381e-05,3.87690447842186e-05,3.87690447842368e-05,3.87690447842402e-05,3.87690447842454e-05,0.0868917421833983,3.87690447842071e-05,3.87690447842212e-05,3.87690447841343e-05,3.87690447842241e-05,0.020478425524479,0.0322553115992059,3.87690447842279e-05,3.87690447842454e-05,3.8769044784226e-05,3.87690447842503e-05,3.87690447842353e-05,3.87690447842515e-05,3.87690447842492e-05,3.87690447842353e-05,3.8769044784215e-05,0.370371473472737,3.87690447842085e-05,3.87690447842369e-05,3.87690447842985e-05,3.87690447842071e-05,3.87690447842282e-05,3.87690447842362e-05,3.87690447842615e-05,3.87690447842591e-05,3.87690447842508e-05,3.87690447843839e-05,3.87690447842586e-05,3.87690447842701e-05,3.87690447842705e-05,3.87690447842383e-05,3.87690447842762e-05,3.87690447842463e-05,0.443010269412734,3.87690447842455e-05,3.87690447842082e-05,3.87690447842124e-05,3.87690447842722e-05,0.0452869398369392,3.87690447842284e-05,"DorothyDay_train38"
"DorothyDay_273",5.75522167542768e-05,5.75522167542764e-05,5.75522167543091e-05,5.75522167542826e-05,5.75522167543327e-05,5.75522167542595e-05,5.75522167542927e-05,5.7552216754299e-05,5.75522167542869e-05,5.75522167542582e-05,5.75522167542885e-05,5.75522167542929e-05,5.75522167543825e-05,0.407284834122054,5.75522167542571e-05,0.0414106367517229,5.75522167542797e-05,5.75522167543268e-05,5.75522167542988e-05,5.75522167542959e-05,5.75522167543055e-05,5.75522167542669e-05,5.75522167543033e-05,0.0171315104530064,5.75522167542637e-05,5.75522167542977e-05,0.183082424687232,5.75522167542677e-05,5.75522167542854e-05,5.75522167543066e-05,5.75522167542756e-05,5.75522167542498e-05,5.75522167542883e-05,5.75522167542789e-05,5.75522167543217e-05,5.75522167542908e-05,0.140573867344248,0.0161963238335229,5.75522167542948e-05,5.75522167542757e-05,5.75522167542875e-05,5.75522167542768e-05,5.75522167542867e-05,0.191845657487779,5.7552216754264e-05,5.75522167543163e-05,5.75522167542876e-05,5.75522167543194e-05,5.75522167542928e-05,5.75522167542617e-05,"DorothyDay_train38"
"DorothyDay_310",2.68197845634763e-05,2.68197845634665e-05,2.6819784563483e-05,2.6819784563552e-05,2.68197845634724e-05,2.68197845634974e-05,2.68197845635133e-05,2.68197845634795e-05,2.68197845634962e-05,0.013819258376873,0.370238126645258,2.68197845635085e-05,2.68197845635042e-05,2.68197845633936e-05,0.136863842054872,2.68197845635077e-05,0.086300987220336,2.68197845635593e-05,2.68197845634992e-05,2.68197845634753e-05,2.68197845634855e-05,2.68197845636762e-05,2.68197845634999e-05,2.68197845634936e-05,2.6819784563493e-05,2.68197845635448e-05,0.129057895156435,2.68197845635148e-05,2.68197845635006e-05,2.68197845634785e-05,2.68197845635187e-05,2.68197845635085e-05,2.68197845635246e-05,2.68197845635107e-05,0.156266820390229,2.68197845635374e-05,2.68197845635479e-05,2.68197845635379e-05,2.68197845635141e-05,2.68197845635464e-05,2.68197845634949e-05,2.68197845634654e-05,2.68197845634711e-05,0.0515199744011966,2.68197845635313e-05,2.68197845635054e-05,2.68197845634906e-05,2.68197845635405e-05,2.68197845634856e-05,0.0548066648031335,"DorothyDay_train38"
"DorothyDay_681",1.5521466584576e-05,1.552146658464e-05,0.166828307673087,1.55214665845667e-05,1.55214665846429e-05,1.55214665845912e-05,1.5521466584628e-05,1.55214665845772e-05,1.5521466584613e-05,1.55214665846389e-05,0.0270843046936743,1.55214665845898e-05,1.55214665846575e-05,0.171144802170279,1.55214665846494e-05,0.0304081587394418,1.55214665847395e-05,1.55214665846071e-05,1.55214665845708e-05,1.55214665846113e-05,1.5521466584656e-05,1.5521466584592e-05,1.55214665845805e-05,1.55214665845514e-05,1.55214665845621e-05,1.55214665846645e-05,1.55214665846115e-05,1.5521466584641e-05,1.55214665846185e-05,1.55214665845909e-05,1.5521466584635e-05,1.55214665846964e-05,1.55214665845395e-05,1.5521466584649e-05,0.0355826887385468,1.55214665846001e-05,1.55214665846923e-05,1.55214665845823e-05,1.55214665845788e-05,1.55214665846292e-05,1.55214665846355e-05,1.55214665847001e-05,1.55214665846507e-05,0.568268793455248,1.55214665846232e-05,1.55214665846216e-05,1.55214665845776e-05,1.5521466584622e-05,1.55214665846001e-05,1.55214665845514e-05,"DorothyDay_train38"
"DorothyDay_363",7.85560175620208e-05,7.85560175619882e-05,0.282376049895189,7.85560175620176e-05,7.85560175619874e-05,7.85560175619916e-05,7.85560175620286e-05,7.85560175620066e-05,7.85560175620071e-05,7.85560175619704e-05,0.0932151156319923,7.85560175620045e-05,7.85560175619952e-05,0.276254298076476,7.85560175620082e-05,7.8556017562004e-05,7.85560175619893e-05,7.85560175620157e-05,7.85560175619959e-05,7.85560175620226e-05,7.85560175620213e-05,7.85560175619731e-05,7.85560175620031e-05,7.85560175619954e-05,7.85560175619882e-05,7.85560175619935e-05,7.85560175619943e-05,7.8556017561987e-05,7.85560175619858e-05,7.85560175620132e-05,7.85560175619817e-05,7.85560175620187e-05,7.8556017562014e-05,7.85560175620034e-05,7.85560175619957e-05,7.85560175620006e-05,7.8556017561993e-05,7.85560175620214e-05,7.85560175620131e-05,7.85560175620183e-05,7.8556017562012e-05,7.85560175619868e-05,7.85560175620125e-05,0.34454095958849,7.85560175620052e-05,7.85560175620128e-05,7.85560175620126e-05,7.85560175620152e-05,7.85560175620036e-05,7.85560175620096e-05,"DorothyDay_train38"
"DorothyDay_364",3.07688241485933e-05,3.07688241485408e-05,3.07688241485617e-05,3.07688241484955e-05,3.07688241485737e-05,3.07688241485821e-05,3.07688241485594e-05,3.07688241486028e-05,3.07688241485759e-05,3.07688241486215e-05,0.237881100937287,0.0208771999488547,3.07688241485744e-05,3.07688241485301e-05,3.07688241485418e-05,3.07688241485655e-05,3.07688241484944e-05,3.07688241486256e-05,3.07688241485894e-05,3.07688241485862e-05,3.07688241485711e-05,3.07688241485465e-05,3.07688241485807e-05,3.07688241486141e-05,3.07688241485851e-05,3.07688241486087e-05,0.334600475867054,3.07688241485236e-05,3.07688241485713e-05,3.07688241485666e-05,3.07688241485946e-05,3.07688241485479e-05,3.07688241485934e-05,3.07688241485792e-05,3.07688241486007e-05,3.07688241486059e-05,3.0768824148612e-05,3.0768824148556e-05,3.0768824148588e-05,3.07688241485714e-05,3.07688241485739e-05,3.07688241485933e-05,3.07688241485908e-05,3.07688241485125e-05,3.07688241485618e-05,3.07688241485643e-05,3.07688241485922e-05,3.07688241486056e-05,0.40522585733597,3.07688241485695e-05,"DorothyDay_train38"
"DorothyDay_722",2.21850462173392e-05,2.21850462173587e-05,2.21850462174358e-05,2.21850462173543e-05,2.21850462173565e-05,2.2185046217364e-05,2.21850462173658e-05,2.21850462173766e-05,2.21850462173794e-05,2.21850462173424e-05,0.591848081424298,2.2185046217344e-05,2.21850462174131e-05,0.299634477955689,2.21850462173429e-05,2.21850462173521e-05,2.21850462173154e-05,2.21850462173682e-05,2.21850462173791e-05,2.21850462173346e-05,2.21850462173392e-05,2.2185046217347e-05,2.21850462173721e-05,2.21850462173923e-05,2.21850462173402e-05,2.21850462173636e-05,0.0161303477751933,2.21850462173372e-05,2.21850462173688e-05,2.21850462173397e-05,2.21850462173627e-05,2.21850462173807e-05,2.21850462173777e-05,0.016240604217528,2.21850462173915e-05,2.21850462173565e-05,2.21850462172661e-05,2.21850462173759e-05,2.21850462173638e-05,2.21850462173447e-05,2.21850462173972e-05,0.0350061429736527,2.21850462173424e-05,0.0401642036200749,2.21850462173915e-05,2.21850462174671e-05,2.21850462173456e-05,2.21850462173481e-05,2.21850462173307e-05,2.21850462173812e-05,"DorothyDay_train38"
"DorothyDay_580",1.58831455874985e-05,1.58831455875054e-05,1.58831455874963e-05,0.00578481198201761,1.58831455875224e-05,1.58831455875087e-05,1.58831455874806e-05,1.58831455874786e-05,1.5883145587489e-05,1.58831455874338e-05,0.055701845757584,1.58831455874957e-05,1.58831455874997e-05,1.5883145587442e-05,1.58831455875443e-05,1.5883145587518e-05,1.58831455875154e-05,1.58831455875339e-05,1.58831455874687e-05,1.58831455874674e-05,1.58831455875258e-05,0.0343711836096549,1.58831455874923e-05,1.58831455874443e-05,1.58831455875363e-05,1.58831455874846e-05,0.062468561411169,1.58831455874575e-05,1.58831455874667e-05,1.58831455874672e-05,1.58831455875666e-05,1.58831455875121e-05,1.58831455874622e-05,1.5883145587496e-05,1.58831455875212e-05,1.58831455874876e-05,0.067325385547929,1.58831455874854e-05,1.58831455874917e-05,1.58831455874579e-05,1.58831455875024e-05,1.58831455874747e-05,1.58831455875206e-05,0.719178289778006,1.5883145587496e-05,1.58831455875128e-05,1.58831455874618e-05,1.58831455875157e-05,0.054486946653377,1.5883145587489e-05,"DorothyDay_train38"
"DorothyDay_83",4.62170305093025e-05,4.621703050928e-05,0.372895384853068,4.6217030509287e-05,4.62170305092598e-05,4.62170305092446e-05,0.0749356191691648,4.62170305092681e-05,4.6217030509285e-05,4.62170305092491e-05,0.304630800028283,4.62170305092688e-05,4.62170305092391e-05,4.62170305093879e-05,4.62170305092215e-05,4.62170305092435e-05,4.62170305092056e-05,4.62170305092636e-05,4.62170305092698e-05,4.62170305092612e-05,4.62170305092594e-05,4.62170305092609e-05,4.62170305093168e-05,4.62170305092652e-05,4.62170305092776e-05,4.62170305092854e-05,4.62170305093723e-05,4.62170305092619e-05,0.0177763497721042,4.62170305092662e-05,0.0487136714594423,4.62170305092537e-05,4.62170305092644e-05,4.62170305092789e-05,4.62170305092868e-05,4.62170305093075e-05,4.62170305091651e-05,4.62170305092623e-05,4.62170305092699e-05,0.0308559083162124,4.6217030509286e-05,4.62170305092867e-05,4.62170305092596e-05,0.148204934089827,4.62170305092864e-05,4.62170305092535e-05,4.62170305092867e-05,4.62170305092859e-05,4.6217030509279e-05,4.62170305092573e-05,"DorothyDay_train38"
"DorothyDay_664",2.1121157636086e-05,2.11211576360244e-05,2.11211576360337e-05,2.11211576361219e-05,2.11211576360517e-05,0.0219669323921594,0.073322809167815,2.11211576360751e-05,2.11211576360579e-05,2.11211576360746e-05,0.0274450764275254,2.11211576360507e-05,2.11211576360391e-05,0.166476979699091,2.11211576359996e-05,2.11211576360579e-05,2.11211576360126e-05,2.11211576360857e-05,2.11211576360957e-05,2.11211576360228e-05,2.11211576360687e-05,2.11211576360535e-05,2.11211576360562e-05,2.11211576360292e-05,2.11211576360517e-05,2.11211576360762e-05,0.199713626032528,2.1121157636042e-05,2.11211576360213e-05,2.1121157636074e-05,2.11211576360355e-05,2.11211576360771e-05,2.11211576359933e-05,2.11211576360997e-05,2.11211576360613e-05,2.11211576360606e-05,2.11211576360648e-05,0.00855114467471059,2.1121157636049e-05,0.0351140444453086,2.11211576360503e-05,2.11211576360552e-05,2.11211576360597e-05,0.412232726579105,2.11211576360431e-05,2.1121157636071e-05,0.0245775896133742,0.0297542246629413,2.11211576360359e-05,2.11211576360547e-05,"DorothyDay_train38"
"DorothyDay_334",9.76930578315036e-06,9.76930578318984e-06,9.76930578323467e-06,9.76930578324386e-06,9.7693057832063e-06,9.76930578319312e-06,0.024013344347066,9.76930578318784e-06,0.00814622754795746,9.76930578328086e-06,0.405056242515161,0.0171263582566323,9.76930578321097e-06,9.76930578351366e-06,0.0381238679540659,0.0289084739822393,9.76930578331483e-06,9.76930578322116e-06,9.76930578316407e-06,0.0251646550720835,9.76930578319127e-06,0.112879370778668,9.76930578312405e-06,9.76930578323326e-06,9.76930578325619e-06,9.76930578322461e-06,0.0586140108218762,9.76930578324155e-06,9.76930578322717e-06,9.76930578315428e-06,9.76930578328481e-06,0.0364968334955626,9.76930578328952e-06,9.76930578316303e-06,9.7693057831666e-06,9.76930578315675e-06,0.026349962240435,9.76930578311256e-06,9.76930578324795e-06,9.7693057832198e-06,9.7693057831734e-06,9.7693057832937e-06,9.7693057831514e-06,0.186669743414978,9.76930578317015e-06,9.769305783236e-06,9.76930578328758e-06,0.00344996600109442,0.0286492485639851,9.76930578317831e-06,"DorothyDay_train39"
"DorothyDay_463",1.21232742100061e-05,1.21232742100071e-05,1.21232742100283e-05,1.2123274209937e-05,0.0709692624798686,1.21232742099313e-05,1.21232742101315e-05,1.2123274209986e-05,1.21232742099994e-05,1.21232742100737e-05,0.108498772931211,0.0390166785409388,1.21232742099539e-05,0.136781622143537,0.0314990848418906,1.21232742100854e-05,0.0640771011021518,1.21232742100107e-05,1.21232742099991e-05,0.0229429539426754,1.21232742100029e-05,1.21232742100499e-05,1.21232742099943e-05,1.21232742100566e-05,1.21232742101566e-05,1.21232742100249e-05,0.304979560536894,1.21232742100713e-05,1.21232742100141e-05,1.21232742099839e-05,1.21232742100494e-05,1.21232742100902e-05,1.21232742100375e-05,1.21232742099609e-05,1.21232742101558e-05,0.00448009589389977,0.031154978849727,1.2123274209907e-05,1.21232742099319e-05,1.21232742099685e-05,1.21232742100324e-05,1.21232742101047e-05,0.0157574138458815,0.1097891218244,1.21232742099402e-05,0.0596047919211541,1.21232742100091e-05,1.21232742098857e-05,1.21232742100899e-05,1.21232742100619e-05,"DorothyDay_train39"
"DorothyDay_761",5.41759626709413e-05,5.41759626709123e-05,5.41759626709971e-05,5.41759626709449e-05,5.41759626709096e-05,5.417596267093e-05,5.4175962670974e-05,5.41759626709128e-05,5.4175962670922e-05,5.41759626709412e-05,5.41759626709212e-05,5.41759626709168e-05,0.12129144667083,0.321882881910267,5.41759626709484e-05,5.41759626709078e-05,5.41759626709337e-05,5.41759626709498e-05,5.41759626709239e-05,5.41759626709239e-05,5.41759626709506e-05,5.41759626709651e-05,5.41759626709716e-05,5.41759626709552e-05,5.4175962670927e-05,5.41759626709471e-05,0.0280939237641481,5.41759626709207e-05,5.41759626709324e-05,5.41759626709079e-05,5.41759626709222e-05,0.063418305331936,5.41759626708884e-05,5.41759626709074e-05,5.41759626709173e-05,0.02687286746606,0.148518587358383,5.41759626709381e-05,5.41759626709154e-05,0.0483336251621409,5.41759626709471e-05,5.4175962670908e-05,5.41759626709387e-05,0.239312971904056,5.41759626709368e-05,5.41759626709089e-05,5.41759626709226e-05,5.41759626709238e-05,5.41759626709493e-05,5.41759626709526e-05,"DorothyDay_train39"
